time_s,alpha_mean,alpha_ci95,n_seeds,alpha_mean_smooth,alpha_ci95_smooth
17.75,0.9941658865135468,0.0008184468836791534,100,0.9941759721727697,0.0008183495940150554
17.85,0.9941850076394573,0.000818414389801414,100,0.9941735352879172,0.0008181821435576924
17.95,0.9941697117107477,0.0008176851571925096,100,0.9941792721252961,0.0008182464208255554
18.05,0.9941830970256834,0.0008186397154827426,100,0.9941789989211344,0.0008181858956976215
18.150000000000002,0.9941841880269722,0.0008182328144176121,100,0.994181759131588,0.0008182013168972938
18.25,0.9941779923421086,0.0008177314207915272,100,0.9941815975569505,0.0008184075127240436
18.35,0.9941826123017706,0.0008192583029629915,100,0.9941827531188087,0.0008185332781844634
18.45,0.994187654712547,0.0008186101107988715,100,0.9941837907464812,0.0008188136002095914
18.55,0.9941811052251259,0.000818572386866911,100,0.9941833871670331,0.000818499975599033
18.650000000000002,0.9941814015634263,0.0008183174291313166,100,0.9941819807084018,0.0008185131553254081
18.75,0.994183435336653,0.0008186496499779965,100,0.9941826327483065,0.0008184922857940163
18.85,0.9941830613448407,0.0008185097782727356,100,0.9941826695605416,0.0008184151858728791
18.95,0.9941815120001313,0.0008180861293679055,100,0.994182451250922,0.0008183071439214956
19.05,0.994182780407794,0.0008183255241238456,100,0.9941806111363286,0.000818423383577678
19.150000000000002,0.9941775410010605,0.000818858497241283,100,0.994180520850815,0.0008192334651472384
19.25,0.9941812411435906,0.0008205163740765865,100,0.9941809104800948,0.0008192706206113543
19.35,0.9941839492956334,0.0008184369905161932,100,0.9941859124837517,0.0008193575189375356
19.450000000000003,0.994192547012031,0.0008191191922198272,100,0.9941878296744212,0.0008187025520917495
19.55,0.9941869927155991,0.0008185514735392282,100,0.9941886660385425,0.0008187705509081891
19.650000000000002,0.9941864583879976,0.000818640986965512,100,0.9941853667647601,0.0008185239268873758
19.75,0.9941826491906837,0.0008183793201573872,100,0.9941832670292903,0.0008184125644079151
19.85,0.9941806935091897,0.0008182173861008462,100,0.9941819152473226,0.0008183278749084774
19.950000000000003,0.9941824030420945,0.0008183869184671987,100,0.9941645020481363,0.0008241461750833177
20.05,0.9941304095931248,0.0008358342206819084,100,0.9941533889793611,0.0008293604983962933
20.150000000000002,0.9941473543028642,0.0008338603560397728,100,0.9941474039156598,0.0008355571018556256
20.25,0.9941644478509903,0.0008369767288451955,100,0.9941525312250779,0.0008360104646972987
20.35,0.994145791521379,0.000837194309206928,100,0.9941570376713275,0.0008359551470094856
20.450000000000003,0.994160873641613,0.0008336944029763337,100,0.9941553541531897,0.0008363878110096435
20.55,0.9941593972965772,0.0008382747208456687,100,0.9941600084291572,0.0008366732563888412
20.650000000000002,0.9941597543492816,0.0008380506453445211,100,0.9941606348017528,0.0008361765592762273
20.75,0.9941627527593991,0.0008322043116384922,100,0.9941610632995391,0.0008358648765934948
20.85,0.9941606827899366,0.000837339672797471,100,0.9941623445480424,0.0008361985884524468
20.950000000000003,0.9941635980947917,0.0008390517809213777,100,0.9941632106702883,0.0008363035885857788
21.05,0.9941653511261365,0.0008325193120384877,100,0.9941653536689873,0.0008366391623974151
21.150000000000002,0.9941671117860339,0.0008383463942323799,100,0.9941611986705151,0.0008369038002685188
21.25,0.994151133099375,0.0008398456945346887,100,0.9941600695915848,0.000837415417693992
21.35,0.9941619638893452,0.0008340541643149076,100,0.9941542486142718,0.0008379835850156706
21.450000000000003,0.9941496488540951,0.0008400508961974157,100,0.9941560505797495,0.0008376796998396965
21.55,0.9941565389958086,0.0008389340390067661,100,0.9941568532727868,0.0008372396551859142
21.650000000000002,0.9941643719684566,0.0008327340303535609,100,0.9941597427229177,0.0008364923905554018
21.75,0.9941583172044882,0.0008378091023058786,100,0.9941630934776673,0.0008358816995004412
21.85,0.994166591260057,0.0008371019658418839,100,0.9941634886034404,0.0008359451571417718
21.950000000000003,0.9941655573457757,0.0008329244032775528,100,0.9941616562363511,0.0008357779335636514
22.05,0.9941528201032205,0.0008373074315715176,100,0.9941589799834732,0.0008358978476158317
22.150000000000002,0.9941585625014236,0.0008374617079984247,100,0.9941588139295284,0.0008360252963533519
22.25,0.9941650591839415,0.0008333067494901139,100,0.9941557416076124,0.0008360167205979993
22.35,0.9941436031374724,0.0008372817043054593,100,0.9941556408433936,0.0008365114380589608
22.450000000000003,0.994158260208767,0.0008389458603813091,100,0.99415306982764,0.0008370767029387372
