scheduler,time_s,mean,CI95_low,CI95_high,n
RR,27.75,7403.097410673087,,,1
RR,27.85,7453.71330469357,,,1
RR,27.950000000000003,7503.384118379535,,,1
RR,28.05,7553.614377342223,,,1
RR,28.15,7604.548610156322,,,1
RR,28.25,7655.499080693359,,,1
RR,28.35,7708.31168714574,,,1
RR,28.450000000000003,7759.538029503704,,,1
RR,28.55,7810.20817847619,,,1
RR,28.65,7861.170398887446,,,1
RR,28.75,7913.635464266493,,,1
RR,28.85,7966.034537642155,,,1
RR,28.950000000000003,8017.917803778518,,,1
RR,29.05,8068.397952136165,,,1
RR,29.15,8120.756157787458,,,1
RR,29.25,8173.864904679271,,,1
RR,29.35,8227.304600783847,,,1
RR,29.450000000000003,8278.502356336257,,,1
RR,29.55,8329.647787317326,,,1
RR,29.65,8382.103768333198,,,1
RR,29.75,8434.014108166533,,,1
RR,29.85,8485.261981759462,,,1
RR,29.950000000000003,8536.096593971104,,,1
RR,30.05,8587.651220518996,,,1
RR,30.15,8638.852332200982,,,1
RR,30.25,8690.476424361505,,,1
RR,30.35,8716.745520887083,,,1
PF,0.45,11.87964259764706,,,1
PF,0.55,17.33291076130057,,,1
PF,0.65,28.695798770067697,,,1
PF,0.75,39.67448688211252,,,1
PF,0.8500000000000001,50.94307897617215,,,1
PF,0.95,61.524235323733535,,,1
PF,1.05,72.35839690540924,,,1
PF,1.15,83.22891132726828,,,1
PF,1.25,94.19372277945384,,,1
PF,1.35,105.3974970250797,,,1
PF,1.4500000000000002,116.20772715927885,,,1
PF,1.55,127.09745279584416,,,1
PF,1.65,137.23785944473306,,,1
PF,1.75,147.25776414189096,,,1
PF,1.85,157.76195067984187,,,1
PF,1.95,168.1103061967501,,,1
PF,2.0500000000000003,179.24668074301545,,,1
PF,2.15,189.73132388302312,,,1
PF,2.25,200.74740808167044,,,1
PF,2.35,211.22466130418735,,,1
PF,2.45,222.0580723866396,,,1
PF,2.5500000000000003,232.93460605203643,,,1
PF,2.6500000000000004,244.52467924972615,,,1
PF,2.75,256.0316248592571,,,1
PF,2.85,267.7074521555533,,,1
PF,2.95,278.8075841636212,,,1
PF,3.0500000000000003,290.0619983875744,,,1
PF,3.1500000000000004,301.8598087681035,,,1
PF,3.25,313.6349802184399,,,1
PF,3.35,325.22102325946554,,,1
PF,3.45,335.9711532419808,,,1
PF,3.5500000000000003,346.31400408131867,,,1
PF,3.65,356.5811313479853,,,1
PF,3.75,366.9148740410257,,,1
PF,3.85,378.0737459416667,,,1
PF,3.95,389.5030715278736,,,1
PF,4.05,400.6116743024768,,,1
PF,4.15,411.6851094172203,,,1
PF,4.25,422.6567431023313,,,1
PF,4.3500000000000005,433.62858741087416,,,1
PF,4.45,444.0792202168295,,,1
PF,4.55,454.4143177501094,,,1
PF,4.65,464.7186621396225,,,1
PF,4.75,475.0866627105902,,,1
PF,4.8500000000000005,485.8117948119754,,,1
PF,4.95,496.800639731473,,,1
PF,5.050000000000001,507.5140351700013,,,1
PF,5.15,518.7927557101722,,,1
PF,5.25,529.8753342513486,,,1
PF,5.3500000000000005,541.1910192980057,,,1
PF,5.45,552.1576732655064,,,1
PF,5.550000000000001,563.3751325060127,,,1
PF,5.65,574.4966301685641,,,1
PF,5.75,585.4033456375387,,,1
PF,5.8500000000000005,596.337271789625,,,1
PF,5.95,607.5315370085551,,,1
PF,6.050000000000001,618.6425889295789,,,1
PF,6.15,629.2179936493459,,,1
PF,6.25,640.5264923367776,,,1
PF,6.3500000000000005,654.6084817339278,,,1
PF,6.45,672.9129137465683,,,1
PF,6.550000000000001,695.7726550245984,,,1
PF,6.65,719.0993306191746,,,1
PF,6.75,742.6963137949878,,,1
PF,6.8500000000000005,766.0177766551669,,,1
PF,6.95,789.7855770719085,,,1
PF,7.050000000000001,814.659636283916,,,1
PF,7.15,838.4328964633384,,,1
PF,7.25,863.1445535578838,,,1
PF,7.35,886.8426680633784,,,1
PF,7.45,910.59217070105,,,1
PF,7.550000000000001,934.5138139628044,,,1
PF,7.65,958.4782047672744,,,1
PF,7.75,982.9586749245392,,,1
PF,7.85,1007.8427925889224,,,1
PF,7.95,1032.5212175303652,,,1
PF,8.05,1056.7644768636983,,,1
