figure,panel,scheduler,time_s,value
fig05,(a) Effective number of UEs.,PF,12.85,8.582818430908281
fig05,(a) Effective number of UEs.,PF,12.95,8.708347951191355
fig05,(a) Effective number of UEs.,PF,13.05,8.736784071637848
fig05,(a) Effective number of UEs.,PF,13.15,8.775897396955932
fig05,(a) Effective number of UEs.,PF,13.25,8.715868322249781
fig05,(a) Effective number of UEs.,PF,13.35,8.665635718725827
fig05,(a) Effective number of UEs.,PF,13.45,8.710781397708567
fig05,(a) Effective number of UEs.,PF,13.55,8.564299300659103
fig05,(a) Effective number of UEs.,PF,13.65,8.45309119788275
fig05,(a) Effective number of UEs.,PF,13.75,8.30165403018246
fig05,(a) Effective number of UEs.,PF,13.85,8.512435308614227
fig05,(a) Effective number of UEs.,PF,13.95,8.737570177012207
fig05,(a) Effective number of UEs.,PF,14.05,8.77193382322089
fig05,(a) Effective number of UEs.,PF,14.15,8.676942311117612
fig05,(a) Effective number of UEs.,PF,14.25,8.479008831012173
fig05,(a) Effective number of UEs.,PF,14.35,8.527565464845987
fig05,(a) Effective number of UEs.,PF,14.45,8.486216066563848
fig05,(a) Effective number of UEs.,PF,14.55,8.457747455853372
fig05,(a) Effective number of UEs.,PF,14.65,8.511325523638238
fig05,(a) Effective number of UEs.,PF,14.75,8.57731005214121
fig05,(a) Effective number of UEs.,PF,14.85,8.785539247606906
fig05,(a) Effective number of UEs.,PF,14.95,8.693767743471474
fig05,(a) Effective number of UEs.,PF,15.05,8.648174816575533
fig05,(a) Effective number of UEs.,PF,15.15,8.59609711768873
fig05,(a) Effective number of UEs.,PF,15.25,8.665408279864891
fig05,(a) Effective number of UEs.,PF,15.35,8.72439682160663
fig05,(a) Effective number of UEs.,PF,15.45,8.736043992164754
fig05,(a) Effective number of UEs.,PF,15.55,8.687218643665085
fig05,(a) Effective number of UEs.,PF,15.65,8.765735846256016
fig05,(a) Effective number of UEs.,PF,15.75,8.728238687524565
fig05,(a) Effective number of UEs.,PF,15.85,8.706046667159201
fig05,(a) Effective number of UEs.,PF,15.95,8.675096141160838
fig05,(a) Effective number of UEs.,PF,16.05,8.507245552050245
fig05,(a) Effective number of UEs.,PF,16.150000000000002,8.615083089291897
fig05,(a) Effective number of UEs.,PF,16.25,8.626708338073582
fig05,(a) Effective number of UEs.,PF,16.35,8.814562032682643
fig05,(a) Effective number of UEs.,PF,16.45,8.758350676249423
fig05,(a) Effective number of UEs.,PF,16.55,8.781378050615332
fig05,(a) Effective number of UEs.,PF,16.650000000000002,8.763924789950435
fig05,(a) Effective number of UEs.,PF,16.75,8.76793160444297
fig05,(a) Effective number of UEs.,PF,16.85,8.75462628946969
fig05,(a) Effective number of UEs.,PF,16.95,8.697080592810503
fig05,(a) Effective number of UEs.,PF,17.05,8.70468097175501
fig05,(a) Effective number of UEs.,PF,17.150000000000002,8.735432957178677
fig05,(a) Effective number of UEs.,PF,17.25,8.658800920539756
fig05,(a) Effective number of UEs.,PF,17.35,8.669320509274838
fig05,(a) Effective number of UEs.,PF,17.45,8.550426928100253
fig05,(a) Effective number of UEs.,PF,17.55,8.626036750637658
fig05,(a) Effective number of UEs.,PF,17.650000000000002,8.559927494071516
fig05,(a) Effective number of UEs.,PF,17.75,8.600475535975837
fig05,(a) Effective number of UEs.,PF,17.85,8.69678511498002
fig05,(a) Effective number of UEs.,PF,17.95,8.691202852822995
fig05,(a) Effective number of UEs.,PF,18.05,8.724818647639601
fig05,(a) Effective number of UEs.,PF,18.15,8.676521368159376
fig05,(a) Effective number of UEs.,PF,18.25,8.78374356550416
fig05,(a) Effective number of UEs.,PF,18.35,8.795411737605269
fig05,(a) Effective number of UEs.,PF,18.45,8.863714606794204
fig05,(a) Effective number of UEs.,PF,18.55,8.862723176239982
fig05,(a) Effective number of UEs.,PF,18.65,8.811350180797211
fig05,(a) Effective number of UEs.,PF,18.75,8.759724823197596
fig05,(a) Effective number of UEs.,PF,18.85,8.691311845378115
fig05,(a) Effective number of UEs.,PF,18.95,8.647454391051125
fig05,(a) Effective number of UEs.,PF,19.05,8.673787356462642
fig05,(a) Effective number of UEs.,PF,19.15,8.687463155473985
fig05,(a) Effective number of UEs.,PF,19.25,8.76871384141277
fig05,(a) Effective number of UEs.,PF,19.35,8.61839685958033
fig05,(a) Effective number of UEs.,PF,19.450000000000003,8.479748748563752
fig05,(a) Effective number of UEs.,PF,19.55,8.447543933708038
fig05,(a) Effective number of UEs.,PF,19.65,8.648078766909643
fig05,(a) Effective number of UEs.,PF,19.75,8.785349698618276
fig05,(a) Effective number of UEs.,PF,19.85,8.860190282604547
fig05,(a) Effective number of UEs.,PF,19.950000000000003,8.86248881684248
fig05,(a) Effective number of UEs.,PF,20.05,8.881487064722462
fig05,(a) Effective number of UEs.,PF,20.15,8.830417139814017
fig05,(a) Effective number of UEs.,PF,20.25,8.776435567420354
fig05,(a) Effective number of UEs.,PF,20.35,8.646990041049746
fig05,(a) Effective number of UEs.,PF,20.450000000000003,8.618550436504782
fig05,(a) Effective number of UEs.,PF,20.55,8.596937643326902
fig05,(a) Effective number of UEs.,PF,20.65,8.750777186982683
fig05,(a) Effective number of UEs.,PF,20.75,8.81394427047997
fig05,(a) Effective number of UEs.,PF,20.85,8.838044968374364
fig05,(a) Effective number of UEs.,PF,20.950000000000003,8.64300455613754
fig05,(a) Effective number of UEs.,PF,21.05,8.593207176255538
fig05,(a) Effective number of UEs.,PF,21.15,8.638499328746976
fig05,(a) Effective number of UEs.,PF,21.25,8.728178941501413
fig05,(a) Effective number of UEs.,PF,21.35,8.734787369757848
fig05,(a) Effective number of UEs.,PF,21.450000000000003,8.7574645936083
fig05,(a) Effective number of UEs.,PF,21.55,8.840326354124267
fig05,(a) Effective number of UEs.,PF,21.65,8.83616662887282
fig05,(a) Effective number of UEs.,PF,21.75,8.774105909937774
fig05,(a) Effective number of UEs.,PF,21.85,8.721643122848265
fig05,(a) Effective number of UEs.,PF,21.950000000000003,8.678632322764505
fig05,(a) Effective number of UEs.,PF,22.05,8.708922121632533
fig05,(a) Effective number of UEs.,PF,22.15,8.711516592611632
fig05,(a) Effective number of UEs.,PF,22.25,8.790753289476047
fig05,(a) Effective number of UEs.,PF,22.35,8.768151299700646
fig05,(a) Effective number of UEs.,PF,22.450000000000003,8.842786846044065
fig05,(a) Effective number of UEs.,PF,22.55,8.833326854765213
fig05,(a) Effective number of UEs.,PF,22.65,8.803849639618539
fig05,(a) Effective number of UEs.,PF,22.75,8.811701734420211
fig05,(a) Effective number of UEs.,PF,22.85,8.773521992353544
fig05,(a) Effective number of UEs.,PF,22.950000000000003,8.747219223187178
fig05,(a) Effective number of UEs.,PF,23.05,8.717737179655602
fig05,(a) Effective number of UEs.,PF,23.15,8.745168054737563
fig05,(a) Effective number of UEs.,PF,23.25,8.80979379337512
fig05,(a) Effective number of UEs.,PF,23.35,8.773833754138527
fig05,(a) Effective number of UEs.,PF,23.450000000000003,8.73377611329373
fig05,(a) Effective number of UEs.,PF,23.55,8.689304142770077
fig05,(a) Effective number of UEs.,PF,23.65,8.691416644815535
fig05,(a) Effective number of UEs.,PF,23.75,8.727306628237121
fig05,(a) Effective number of UEs.,PF,23.85,8.586913451311988
fig05,(a) Effective number of UEs.,PF,23.950000000000003,8.623388983515893
fig05,(a) Effective number of UEs.,PF,24.05,8.600479985817797
fig05,(a) Effective number of UEs.,PF,24.15,8.81311483432773
fig05,(a) Effective number of UEs.,PF,24.25,8.745122836867841
fig05,(a) Effective number of UEs.,PF,24.35,8.780639979115598
fig05,(a) Effective number of UEs.,PF,24.450000000000003,8.70344041873158
fig05,(a) Effective number of UEs.,PF,24.55,8.745339955334169
fig05,(a) Effective number of UEs.,PF,24.65,8.527584073893726
fig05,(a) Effective number of UEs.,PF,24.75,8.576074169949468
fig05,(a) Effective number of UEs.,PF,24.85,8.517970774749587
fig05,(a) Effective number of UEs.,PF,24.950000000000003,8.793197362623737
fig05,(a) Effective number of UEs.,PF,25.05,8.758921226022181
fig05,(a) Effective number of UEs.,PF,25.15,8.810472504317682
fig05,(a) Effective number of UEs.,PF,25.25,8.749874423630123
fig05,(a) Effective number of UEs.,PF,25.35,8.665976222331429
fig05,(a) Effective number of UEs.,PF,25.450000000000003,8.631607656567931
fig05,(a) Effective number of UEs.,PF,25.55,8.53850326012425
fig05,(a) Effective number of UEs.,PF,25.65,8.699506752020985
fig05,(a) Effective number of UEs.,PF,25.75,8.760554542257319
fig05,(a) Effective number of UEs.,PF,25.85,8.797434587703004
fig05,(a) Effective number of UEs.,PF,25.950000000000003,8.624035805093186
fig05,(a) Effective number of UEs.,PF,26.05,8.601921990555121
fig05,(a) Effective number of UEs.,PF,26.15,8.640526511320855
fig05,(a) Effective number of UEs.,PF,26.25,8.824118904034403
fig05,(a) Effective number of UEs.,PF,26.35,8.797079593669174
fig05,(a) Effective number of UEs.,PF,26.450000000000003,8.6379149497535
fig05,(a) Effective number of UEs.,PF,26.55,8.62190806621511
fig05,(a) Effective number of UEs.,PF,26.65,8.640681909562703
fig05,(a) Effective number of UEs.,PF,26.75,8.776408727946704
fig05,(a) Effective number of UEs.,PF,26.85,8.7507416309448
fig05,(a) Effective number of UEs.,PF,26.950000000000003,8.758719218741746
fig05,(a) Effective number of UEs.,PF,27.05,8.830530133935307
fig05,(a) Effective number of UEs.,PF,27.15,8.789261673256592
fig05,(a) Effective number of UEs.,PF,27.25,8.726581475618794
fig05,(a) Effective number of UEs.,PF,27.35,8.48645992102719
fig05,(a) Effective number of UEs.,PF,27.450000000000003,8.544390816269262
fig05,(a) Effective number of UEs.,PF,27.55,8.664862672331235
fig05,(a) Effective number of UEs.,PF,27.65,8.766893624683355
fig05,(a) Effective number of UEs.,PF,27.75,8.76312446149944
fig05,(a) Effective number of UEs.,PF,27.85,8.683137573521256
fig05,(a) Effective number of UEs.,PF,27.950000000000003,8.775736021774271
fig05,(a) Effective number of UEs.,PF,28.05,8.759400337840422
fig05,(a) Effective number of UEs.,PF,28.15,8.747227199606174
fig05,(a) Effective number of UEs.,PF,28.25,8.783851604334933
fig05,(a) Effective number of UEs.,PF,28.35,8.813328349749293
fig05,(a) Effective number of UEs.,PF,28.450000000000003,8.851743660018295
fig05,(a) Effective number of UEs.,PF,28.55,8.830447555383705
fig05,(a) Effective number of UEs.,PF,28.65,8.783175808368112
fig05,(a) Effective number of UEs.,PF,28.75,8.845636122166344
fig05,(a) Effective number of UEs.,PF,28.85,8.899881657886253
fig05,(a) Effective number of UEs.,PF,28.950000000000003,8.94129609103082
fig05,(a) Effective number of UEs.,PF,29.05,8.832126387473815
fig05,(a) Effective number of UEs.,PF,29.15,8.771509347642896
fig05,(a) Effective number of UEs.,PF,29.25,8.760190325356868
fig05,(a) Effective number of UEs.,PF,29.35,8.710440196256444
fig05,(a) Effective number of UEs.,PF,29.450000000000003,8.546837910167662
fig05,(a) Effective number of UEs.,PF,29.55,8.356278071553922
fig05,(a) Effective number of UEs.,PF,29.65,8.47210210592638
fig05,(a) Effective number of UEs.,PF,29.75,8.59445515376545
fig05,(a) Effective number of UEs.,PF,29.85,8.660260174600998
fig05,(a) Effective number of UEs.,PF,29.950000000000003,8.466791415493445
fig05,(a) Effective number of UEs.,PF,30.05,8.560839983772036
fig05,(a) Effective number of UEs.,PF,30.15,8.608577442706395
fig05,(a) Effective number of UEs.,PF,30.25,8.76272444520883
fig05,(a) Effective number of UEs.,PF,30.35,8.681153511283181
fig05,(a) Effective number of UEs.,MR,0.45,6.010394848168165
fig05,(a) Effective number of UEs.,MR,0.55,5.986317157723408
fig05,(a) Effective number of UEs.,MR,0.65,5.923831218447254
fig05,(a) Effective number of UEs.,MR,0.75,5.922041145594544
fig05,(a) Effective number of UEs.,MR,0.8500000000000001,5.899777398171583
fig05,(a) Effective number of UEs.,MR,0.95,5.791016164994088
fig05,(a) Effective number of UEs.,MR,1.05,5.81333465953682
fig05,(a) Effective number of UEs.,MR,1.15,5.772374942479736
fig05,(a) Effective number of UEs.,MR,1.25,5.892649752723698
fig05,(a) Effective number of UEs.,MR,1.35,5.902215913990445
fig05,(a) Effective number of UEs.,MR,1.4500000000000002,5.978880980484374
fig05,(a) Effective number of UEs.,MR,1.55,5.924907509444531
fig05,(a) Effective number of UEs.,MR,1.65,5.917695002100118
fig05,(a) Effective number of UEs.,MR,1.75,5.909617848909986
fig05,(a) Effective number of UEs.,MR,1.85,5.9423125249882425
fig05,(a) Effective number of UEs.,MR,1.95,5.772978640419846
fig05,(a) Effective number of UEs.,MR,2.0500000000000003,5.7029204339750805
fig05,(a) Effective number of UEs.,MR,2.15,5.7226552839072085
fig05,(a) Effective number of UEs.,MR,2.25,5.895585176958687
fig05,(a) Effective number of UEs.,MR,2.35,5.923581449299642
fig05,(a) Effective number of UEs.,MR,2.45,5.901691306149476
fig05,(a) Effective number of UEs.,MR,2.5500000000000003,5.883949405936949
fig05,(a) Effective number of UEs.,MR,2.6500000000000004,5.91368522817498
fig05,(a) Effective number of UEs.,MR,2.75,5.940065749619982
fig05,(a) Effective number of UEs.,MR,2.85,5.945907865698465
fig05,(a) Effective number of UEs.,MR,2.95,5.944813922774114
fig05,(a) Effective number of UEs.,MR,3.0500000000000003,5.928083353140323
fig05,(a) Effective number of UEs.,MR,3.1500000000000004,5.885919765689725
fig05,(a) Effective number of UEs.,MR,3.25,5.866701628833618
fig05,(a) Effective number of UEs.,MR,3.35,5.488064013731315
fig05,(a) Effective number of UEs.,MR,3.45,5.232783264697996
fig05,(a) Effective number of UEs.,MR,3.5500000000000003,5.063184206727953
fig05,(a) Effective number of UEs.,MR,3.65,5.215403330862417
fig05,(a) Effective number of UEs.,MR,3.75,5.502131210802847
fig05,(a) Effective number of UEs.,MR,3.85,5.412817051463217
fig05,(a) Effective number of UEs.,MR,3.95,5.473113484841715
fig05,(a) Effective number of UEs.,MR,4.05,5.143841755861005
fig05,(a) Effective number of UEs.,MR,4.15,4.954054945599595
fig05,(a) Effective number of UEs.,MR,4.25,4.842758827808473
fig05,(a) Effective number of UEs.,MR,4.3500000000000005,4.835309143930026
fig05,(a) Effective number of UEs.,MR,4.45,4.891703765150063
fig05,(a) Effective number of UEs.,MR,4.55,4.894741703593225
fig05,(a) Effective number of UEs.,MR,4.65,4.841343244827652
fig05,(a) Effective number of UEs.,MR,4.75,4.995790593850503
fig05,(a) Effective number of UEs.,MR,4.8500000000000005,4.914301663538732
fig05,(a) Effective number of UEs.,MR,4.95,5.005804981179146
fig05,(a) Effective number of UEs.,MR,5.050000000000001,4.913718961927333
fig05,(a) Effective number of UEs.,MR,5.15,4.930992668577875
fig05,(a) Effective number of UEs.,MR,5.25,5.015457302900049
fig05,(a) Effective number of UEs.,MR,5.3500000000000005,4.885205271999872
fig05,(a) Effective number of UEs.,MR,5.45,4.850058076095643
fig05,(a) Effective number of UEs.,MR,5.550000000000001,4.690863925288114
fig05,(a) Effective number of UEs.,MR,5.65,4.87278253018729
fig05,(a) Effective number of UEs.,MR,5.75,4.950729358908181
fig05,(a) Effective number of UEs.,MR,5.8500000000000005,5.169011853740844
fig05,(a) Effective number of UEs.,MR,5.95,5.116017184839986
fig05,(a) Effective number of UEs.,MR,6.050000000000001,5.347081030443015
fig05,(a) Effective number of UEs.,MR,6.15,5.049438423970743
fig05,(a) Effective number of UEs.,MR,6.25,5.129101948020096
fig05,(a) Effective number of UEs.,MR,6.3500000000000005,4.714070866132007
fig05,(a) Effective number of UEs.,MR,6.45,4.429899085829015
fig05,(a) Effective number of UEs.,MR,6.550000000000001,3.9578989906559854
fig05,(a) Effective number of UEs.,MR,6.65,3.686104242889505
fig05,(a) Effective number of UEs.,MR,6.75,3.671834133926005
fig05,(a) Effective number of UEs.,MR,6.8500000000000005,3.6641663254833055
fig05,(a) Effective number of UEs.,MR,6.95,3.804022440192584
fig05,(a) Effective number of UEs.,MR,7.050000000000001,4.172953099901362
fig05,(a) Effective number of UEs.,MR,7.15,4.572724351274421
fig05,(a) Effective number of UEs.,MR,7.25,4.831980975159905
fig05,(a) Effective number of UEs.,MR,7.35,4.861166136562606
fig05,(a) Effective number of UEs.,MR,7.45,4.866420405258103
fig05,(a) Effective number of UEs.,MR,7.550000000000001,4.8607022826472
fig05,(a) Effective number of UEs.,MR,7.65,4.860043769868903
fig05,(a) Effective number of UEs.,MR,7.75,4.854789501173407
fig05,(a) Effective number of UEs.,MR,7.85,4.860507623784311
fig05,(a) Effective number of UEs.,MR,7.95,4.867455042291828
fig05,(a) Effective number of UEs.,MR,8.05,4.866311133633342
fig05,(a) Effective number of UEs.,MR,8.15,4.860593011022439
fig05,(a) Effective number of UEs.,MR,8.25,4.853645592514922
fig05,(a) Effective number of UEs.,MR,8.35,4.854789501173407
fig05,(a) Effective number of UEs.,MR,8.450000000000001,4.866420405258103
fig05,(a) Effective number of UEs.,MR,8.55,4.867560066455855
fig05,(a) Effective number of UEs.,MR,8.65,4.859934279179972
fig05,(a) Effective number of UEs.,MR,8.75,4.854680010484476
fig05,(a) Effective number of UEs.,MR,8.85,4.853540349286723
fig05,(a) Effective number of UEs.,MR,8.950000000000001,4.867455042291828
fig05,(a) Effective number of UEs.,MR,9.05,4.866311133633342
fig05,(a) Effective number of UEs.,MR,9.15,4.860593011022439
fig05,(a) Effective number of UEs.,MR,9.25,4.853645592514922
fig05,(a) Effective number of UEs.,MR,9.35,4.854789501173407
fig05,(a) Effective number of UEs.,MR,9.45,4.866420405258103
fig05,(a) Effective number of UEs.,MR,9.55,4.867560066455855
fig05,(a) Effective number of UEs.,MR,9.65,4.859934279179972
fig05,(a) Effective number of UEs.,MR,9.75,4.854680010484476
fig05,(a) Effective number of UEs.,MR,9.85,4.853540349286723
fig05,(a) Effective number of UEs.,MR,9.95,4.867455042291828
fig05,(a) Effective number of UEs.,MR,10.05,4.866311133633342
fig05,(a) Effective number of UEs.,MR,10.15,4.860593011022439
fig05,(a) Effective number of UEs.,MR,10.25,4.853645592514922
fig05,(a) Effective number of UEs.,MR,10.35,4.854789501173407
fig05,(a) Effective number of UEs.,MR,10.45,4.866420405258103
fig05,(a) Effective number of UEs.,MR,10.55,4.867560066455855
fig05,(a) Effective number of UEs.,MR,10.65,4.859934279179972
fig05,(a) Effective number of UEs.,MR,10.75,4.854680010484476
fig05,(a) Effective number of UEs.,MR,10.85,4.853540349286723
fig05,(a) Effective number of UEs.,MR,10.95,4.867455042291828
fig05,(a) Effective number of UEs.,MR,11.05,4.866311133633342
