figure,panel,scheduler,time_s,value
fig05,(c) UEs receiving a positive allocation.,RR,11.45,9.0
fig05,(c) UEs receiving a positive allocation.,RR,11.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,11.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,11.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,11.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,11.95,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.45,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,12.95,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.45,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,13.95,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.45,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,14.95,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.45,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,15.95,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.150000000000002,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.45,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.650000000000002,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,16.95,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.150000000000002,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.45,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.650000000000002,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,17.95,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.45,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,18.95,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,19.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,20.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,21.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,22.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,23.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,24.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,25.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,26.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,27.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,28.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.35,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.450000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.55,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.65,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.75,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.85,9.0
fig05,(c) UEs receiving a positive allocation.,RR,29.950000000000003,9.0
fig05,(c) UEs receiving a positive allocation.,RR,30.05,9.0
fig05,(c) UEs receiving a positive allocation.,RR,30.15,9.0
fig05,(c) UEs receiving a positive allocation.,RR,30.25,9.0
fig05,(c) UEs receiving a positive allocation.,RR,30.35,9.0
fig05,(c) UEs receiving a positive allocation.,PF,0.45,6.809607843137255
fig05,(c) UEs receiving a positive allocation.,PF,0.55,6.430033920741292
fig05,(c) UEs receiving a positive allocation.,PF,0.65,5.735178517392739
fig05,(c) UEs receiving a positive allocation.,PF,0.75,5.371312971174251
fig05,(c) UEs receiving a positive allocation.,PF,0.8500000000000001,5.263789148104986
fig05,(c) UEs receiving a positive allocation.,PF,0.95,5.371591411356921
fig05,(c) UEs receiving a positive allocation.,PF,1.05,5.476956088873497
fig05,(c) UEs receiving a positive allocation.,PF,1.15,5.345699704808125
fig05,(c) UEs receiving a positive allocation.,PF,1.25,5.353207998853873
fig05,(c) UEs receiving a positive allocation.,PF,1.35,5.325303638797615
fig05,(c) UEs receiving a positive allocation.,PF,1.4500000000000002,5.405390218884196
fig05,(c) UEs receiving a positive allocation.,PF,1.55,5.266204906204906
fig05,(c) UEs receiving a positive allocation.,PF,1.65,5.13080808080808
fig05,(c) UEs receiving a positive allocation.,PF,1.75,4.971670117322291
fig05,(c) UEs receiving a positive allocation.,PF,1.85,4.802622498274673
fig05,(c) UEs receiving a positive allocation.,PF,1.95,5.020531400966184
fig05,(c) UEs receiving a positive allocation.,PF,2.0500000000000003,5.28689547167808
fig05,(c) UEs receiving a positive allocation.,PF,2.15,5.268962982226603
fig05,(c) UEs receiving a positive allocation.,PF,2.25,5.306450904931918
fig05,(c) UEs receiving a positive allocation.,PF,2.35,5.084481303651971
fig05,(c) UEs receiving a positive allocation.,PF,2.45,5.091629479377958
fig05,(c) UEs receiving a positive allocation.,PF,2.5500000000000003,5.010835828584307
fig05,(c) UEs receiving a positive allocation.,PF,2.6500000000000004,5.319350725364773
fig05,(c) UEs receiving a positive allocation.,PF,2.75,5.535831241621909
fig05,(c) UEs receiving a positive allocation.,PF,2.85,5.613873569664237
fig05,(c) UEs receiving a positive allocation.,PF,2.95,5.377689624525068
fig05,(c) UEs receiving a positive allocation.,PF,3.0500000000000003,5.368147268147268
fig05,(c) UEs receiving a positive allocation.,PF,3.1500000000000004,5.286454146454147
fig05,(c) UEs receiving a positive allocation.,PF,3.25,5.53397381802445
fig05,(c) UEs receiving a positive allocation.,PF,3.35,5.575319971870606
fig05,(c) UEs receiving a positive allocation.,PF,3.45,5.339959776510409
fig05,(c) UEs receiving a positive allocation.,PF,3.5500000000000003,5.041071428571429
fig05,(c) UEs receiving a positive allocation.,PF,3.65,4.886904761904762
fig05,(c) UEs receiving a positive allocation.,PF,3.75,4.914010989010989
fig05,(c) UEs receiving a positive allocation.,PF,3.85,5.135565476190476
fig05,(c) UEs receiving a positive allocation.,PF,3.95,5.300316434044883
fig05,(c) UEs receiving a positive allocation.,PF,4.05,5.385237068965517
fig05,(c) UEs receiving a positive allocation.,PF,4.15,5.469451812555261
fig05,(c) UEs receiving a positive allocation.,PF,4.25,5.262065195786126
fig05,(c) UEs receiving a positive allocation.,PF,4.3500000000000005,5.331665695161906
fig05,(c) UEs receiving a positive allocation.,PF,4.45,5.047574159457468
fig05,(c) UEs receiving a positive allocation.,PF,4.55,5.013581465881774
fig05,(c) UEs receiving a positive allocation.,PF,4.65,4.938675098840576
fig05,(c) UEs receiving a positive allocation.,PF,4.75,5.075010224288605
fig05,(c) UEs receiving a positive allocation.,PF,4.8500000000000005,5.181553106693555
fig05,(c) UEs receiving a positive allocation.,PF,4.95,5.100257667169433
fig05,(c) UEs receiving a positive allocation.,PF,5.050000000000001,5.087974117385882
fig05,(c) UEs receiving a positive allocation.,PF,5.15,5.319598049009813
fig05,(c) UEs receiving a positive allocation.,PF,5.25,5.586754911754912
fig05,(c) UEs receiving a positive allocation.,PF,5.3500000000000005,5.585612535612536
fig05,(c) UEs receiving a positive allocation.,PF,5.45,5.428491744756805
fig05,(c) UEs receiving a positive allocation.,PF,5.550000000000001,5.253913685685075
fig05,(c) UEs receiving a positive allocation.,PF,5.65,5.158749076631577
fig05,(c) UEs receiving a positive allocation.,PF,5.75,5.059026241629598
fig05,(c) UEs receiving a positive allocation.,PF,5.8500000000000005,4.95119689329392
fig05,(c) UEs receiving a positive allocation.,PF,5.95,4.968120761606677
fig05,(c) UEs receiving a positive allocation.,PF,6.050000000000001,5.045617706747844
fig05,(c) UEs receiving a positive allocation.,PF,6.15,5.299467061720795
fig05,(c) UEs receiving a positive allocation.,PF,6.25,5.486010777567789
fig05,(c) UEs receiving a positive allocation.,PF,6.3500000000000005,5.194983655380409
fig05,(c) UEs receiving a positive allocation.,PF,6.45,5.072500041148199
fig05,(c) UEs receiving a positive allocation.,PF,6.550000000000001,4.820343875502008
fig05,(c) UEs receiving a positive allocation.,PF,6.65,4.956571956141397
fig05,(c) UEs receiving a positive allocation.,PF,6.75,4.793589232564162
fig05,(c) UEs receiving a positive allocation.,PF,6.8500000000000005,5.026829887491563
fig05,(c) UEs receiving a positive allocation.,PF,6.95,5.031255330035818
fig05,(c) UEs receiving a positive allocation.,PF,7.050000000000001,5.256604506604506
fig05,(c) UEs receiving a positive allocation.,PF,7.15,4.983965752953094
fig05,(c) UEs receiving a positive allocation.,PF,7.25,5.08881423780158
fig05,(c) UEs receiving a positive allocation.,PF,7.35,4.74937589836324
fig05,(c) UEs receiving a positive allocation.,PF,7.45,4.688681318681319
fig05,(c) UEs receiving a positive allocation.,PF,7.550000000000001,4.483593599383073
fig05,(c) UEs receiving a positive allocation.,PF,7.65,4.813078460513505
fig05,(c) UEs receiving a positive allocation.,PF,7.75,5.146839144274187
fig05,(c) UEs receiving a positive allocation.,PF,7.85,5.357588239233809
fig05,(c) UEs receiving a positive allocation.,PF,7.95,5.365769776745387
fig05,(c) UEs receiving a positive allocation.,PF,8.05,5.076880887856498
fig05,(c) UEs receiving a positive allocation.,PF,8.15,5.076219512195123
fig05,(c) UEs receiving a positive allocation.,PF,8.25,4.92457805907173
fig05,(c) UEs receiving a positive allocation.,PF,8.35,4.957523795505838
fig05,(c) UEs receiving a positive allocation.,PF,8.450000000000001,4.948465824491346
fig05,(c) UEs receiving a positive allocation.,PF,8.55,4.955554432086282
fig05,(c) UEs receiving a positive allocation.,PF,8.65,4.986562184024267
fig05,(c) UEs receiving a positive allocation.,PF,8.75,5.00214625945643
fig05,(c) UEs receiving a positive allocation.,PF,8.85,5.070011427995756
fig05,(c) UEs receiving a positive allocation.,PF,8.950000000000001,4.997816181381904
fig05,(c) UEs receiving a positive allocation.,PF,9.05,4.94221600289016
fig05,(c) UEs receiving a positive allocation.,PF,9.15,4.877207977207977
fig05,(c) UEs receiving a positive allocation.,PF,9.25,4.882872415862106
fig05,(c) UEs receiving a positive allocation.,PF,9.35,5.1759941089838
fig05,(c) UEs receiving a positive allocation.,PF,9.45,5.661342094331785
fig05,(c) UEs receiving a positive allocation.,PF,9.55,5.788405010627232
fig05,(c) UEs receiving a positive allocation.,PF,9.65,5.59189260284722
fig05,(c) UEs receiving a positive allocation.,PF,9.75,5.017020807975425
fig05,(c) UEs receiving a positive allocation.,PF,9.85,4.959608381999313
fig05,(c) UEs receiving a positive allocation.,PF,9.95,4.816239837398374
fig05,(c) UEs receiving a positive allocation.,PF,10.05,4.969866211024748
fig05,(c) UEs receiving a positive allocation.,PF,10.15,5.050228937728938
fig05,(c) UEs receiving a positive allocation.,PF,10.25,5.08478776125835
fig05,(c) UEs receiving a positive allocation.,PF,10.35,5.149757878860046
fig05,(c) UEs receiving a positive allocation.,PF,10.45,5.007877536979705
fig05,(c) UEs receiving a positive allocation.,PF,10.55,4.991643086210149
fig05,(c) UEs receiving a positive allocation.,PF,10.65,4.865546594982079
fig05,(c) UEs receiving a positive allocation.,PF,10.75,5.037074372759857
fig05,(c) UEs receiving a positive allocation.,PF,10.85,5.033061594202898
fig05,(c) UEs receiving a positive allocation.,PF,10.95,5.0499266735679775
fig05,(c) UEs receiving a positive allocation.,PF,11.05,5.1228433402346445
fig05,(c) UEs receiving a positive allocation.,PF,11.15,5.344920634920634
fig05,(c) UEs receiving a positive allocation.,PF,11.25,5.338987898789879
fig05,(c) UEs receiving a positive allocation.,PF,11.35,5.055299955527468
fig05,(c) UEs receiving a positive allocation.,PF,11.45,4.942341802569314
fig05,(c) UEs receiving a positive allocation.,PF,11.55,4.941933514317809
fig05,(c) UEs receiving a positive allocation.,PF,11.65,5.181761808457413
fig05,(c) UEs receiving a positive allocation.,PF,11.75,5.006437133132739
fig05,(c) UEs receiving a positive allocation.,PF,11.85,5.449038078149921
fig05,(c) UEs receiving a positive allocation.,PF,11.95,5.401988636363637
fig05,(c) UEs receiving a positive allocation.,PF,12.05,5.601382575757576
fig05,(c) UEs receiving a positive allocation.,PF,12.15,5.398528138528138
fig05,(c) UEs receiving a positive allocation.,PF,12.25,5.346299974535268
fig05,(c) UEs receiving a positive allocation.,PF,12.35,5.2316900454572535
fig05,(c) UEs receiving a positive allocation.,PF,12.45,5.060811374578583
fig05,(c) UEs receiving a positive allocation.,PF,12.55,4.85643089898409
fig05,(c) UEs receiving a positive allocation.,PF,12.65,4.9488186058398815
fig05,(c) UEs receiving a positive allocation.,PF,12.75,5.208208765230041
fig05,(c) UEs receiving a positive allocation.,PF,12.85,5.535401292474464
fig05,(c) UEs receiving a positive allocation.,PF,12.95,5.377168969242139
fig05,(c) UEs receiving a positive allocation.,PF,13.05,4.992553584626755
fig05,(c) UEs receiving a positive allocation.,PF,13.15,5.041767676767677
fig05,(c) UEs receiving a positive allocation.,PF,13.25,5.394320987654321
fig05,(c) UEs receiving a positive allocation.,PF,13.35,5.51789822342668
fig05,(c) UEs receiving a positive allocation.,PF,13.45,5.515524486052942
fig05,(c) UEs receiving a positive allocation.,PF,13.55,5.348683936583284
fig05,(c) UEs receiving a positive allocation.,PF,13.65,5.429454526897882
fig05,(c) UEs receiving a positive allocation.,PF,13.75,5.118848466291822
fig05,(c) UEs receiving a positive allocation.,PF,13.85,5.050958671382012
fig05,(c) UEs receiving a positive allocation.,PF,13.95,5.091572085605134
fig05,(c) UEs receiving a positive allocation.,PF,14.05,5.171543144508777
fig05,(c) UEs receiving a positive allocation.,PF,14.15,5.121684302000207
fig05,(c) UEs receiving a positive allocation.,PF,14.25,5.058945283912351
fig05,(c) UEs receiving a positive allocation.,PF,14.35,5.160068879417969
fig05,(c) UEs receiving a positive allocation.,PF,14.45,5.148922937237544
fig05,(c) UEs receiving a positive allocation.,PF,14.55,4.9863588346734415
fig05,(c) UEs receiving a positive allocation.,PF,14.65,5.116104060548505
fig05,(c) UEs receiving a positive allocation.,PF,14.75,5.107446051890496
fig05,(c) UEs receiving a positive allocation.,PF,14.85,5.273176060086258
fig05,(c) UEs receiving a positive allocation.,PF,14.95,5.041000732303695
fig05,(c) UEs receiving a positive allocation.,PF,15.05,5.2368245163627725
fig05,(c) UEs receiving a positive allocation.,PF,15.15,5.135419072491576
fig05,(c) UEs receiving a positive allocation.,PF,15.25,5.473613790662644
fig05,(c) UEs receiving a positive allocation.,PF,15.35,5.813047341860901
fig05,(c) UEs receiving a positive allocation.,PF,15.45,5.945489778651164
fig05,(c) UEs receiving a positive allocation.,PF,15.55,5.805918695980808
fig05,(c) UEs receiving a positive allocation.,PF,15.65,5.222080312142424
fig05,(c) UEs receiving a positive allocation.,PF,15.75,5.097321858036144
fig05,(c) UEs receiving a positive allocation.,PF,15.85,4.789691589433857
fig05,(c) UEs receiving a positive allocation.,PF,15.95,4.833900343642612
fig05,(c) UEs receiving a positive allocation.,PF,16.05,5.073450608192876
fig05,(c) UEs receiving a positive allocation.,PF,16.150000000000002,5.328054538054538
fig05,(c) UEs receiving a positive allocation.,PF,16.25,5.546601546601546
fig05,(c) UEs receiving a positive allocation.,PF,16.35,5.240899018676797
fig05,(c) UEs receiving a positive allocation.,PF,16.45,5.15390268168046
fig05,(c) UEs receiving a positive allocation.,PF,16.55,5.034966062743841
fig05,(c) UEs receiving a positive allocation.,PF,16.650000000000002,5.049603174603175
fig05,(c) UEs receiving a positive allocation.,PF,16.75,5.07900432900433
fig05,(c) UEs receiving a positive allocation.,PF,16.85,4.949556541019956
fig05,(c) UEs receiving a positive allocation.,PF,16.95,4.9322120434123
fig05,(c) UEs receiving a positive allocation.,PF,17.05,4.879636285836543
fig05,(c) UEs receiving a positive allocation.,PF,17.150000000000002,4.927165991902834
fig05,(c) UEs receiving a positive allocation.,PF,17.25,5.168208739617191
fig05,(c) UEs receiving a positive allocation.,PF,17.35,5.183306778832876
fig05,(c) UEs receiving a positive allocation.,PF,17.45,5.266419068841718
fig05,(c) UEs receiving a positive allocation.,PF,17.55,5.093332355792338
fig05,(c) UEs receiving a positive allocation.,PF,17.650000000000002,4.964143407485742
fig05,(c) UEs receiving a positive allocation.,PF,17.75,5.00000547645126
fig05,(c) UEs receiving a positive allocation.,PF,17.85,4.928290043290043
fig05,(c) UEs receiving a positive allocation.,PF,17.95,5.160940623162845
fig05,(c) UEs receiving a positive allocation.,PF,18.05,5.108759553203996
fig05,(c) UEs receiving a positive allocation.,PF,18.15,5.276036720481165
fig05,(c) UEs receiving a positive allocation.,PF,18.25,5.099216180134055
fig05,(c) UEs receiving a positive allocation.,PF,18.35,4.835841694537346
fig05,(c) UEs receiving a positive allocation.,PF,18.45,4.708607817303469
fig05,(c) UEs receiving a positive allocation.,PF,18.55,4.71842208492694
fig05,(c) UEs receiving a positive allocation.,PF,18.65,5.0749035664084206
fig05,(c) UEs receiving a positive allocation.,PF,18.75,5.015812657317512
fig05,(c) UEs receiving a positive allocation.,PF,18.85,4.97739651416122
fig05,(c) UEs receiving a positive allocation.,PF,18.95,4.757667169431875
fig05,(c) UEs receiving a positive allocation.,PF,19.05,4.768778280542986
fig05,(c) UEs receiving a positive allocation.,PF,19.15,4.999819429396894
fig05,(c) UEs receiving a positive allocation.,PF,19.25,5.12152139892495
fig05,(c) UEs receiving a positive allocation.,PF,19.35,5.191569708103695
fig05,(c) UEs receiving a positive allocation.,PF,19.450000000000003,5.268317230273753
fig05,(c) UEs receiving a positive allocation.,PF,19.55,5.239837284200277
fig05,(c) UEs receiving a positive allocation.,PF,19.65,5.3551690919805965
fig05,(c) UEs receiving a positive allocation.,PF,19.75,5.2328145946261
fig05,(c) UEs receiving a positive allocation.,PF,19.85,5.42061821219716
fig05,(c) UEs receiving a positive allocation.,PF,19.950000000000003,5.275467980295566
fig05,(c) UEs receiving a positive allocation.,PF,20.05,5.187174329501915
fig05,(c) UEs receiving a positive allocation.,PF,20.15,5.126639870992774
fig05,(c) UEs receiving a positive allocation.,PF,20.25,5.336770736296053
fig05,(c) UEs receiving a positive allocation.,PF,20.35,5.298715180740497
fig05,(c) UEs receiving a positive allocation.,PF,20.450000000000003,5.252841370515789
fig05,(c) UEs receiving a positive allocation.,PF,20.55,5.184618454191607
fig05,(c) UEs receiving a positive allocation.,PF,20.65,5.406205755778909
fig05,(c) UEs receiving a positive allocation.,PF,20.75,5.228935863593218
fig05,(c) UEs receiving a positive allocation.,PF,20.85,5.182522361483514
fig05,(c) UEs receiving a positive allocation.,PF,20.950000000000003,5.107601726562879
fig05,(c) UEs receiving a positive allocation.,PF,21.05,5.26239099859353
fig05,(c) UEs receiving a positive allocation.,PF,21.15,5.291597222222222
fig05,(c) UEs receiving a positive allocation.,PF,21.25,5.451403985507246
fig05,(c) UEs receiving a positive allocation.,PF,21.35,5.4253877253446445
fig05,(c) UEs receiving a positive allocation.,PF,21.450000000000003,5.4342922952371175
fig05,(c) UEs receiving a positive allocation.,PF,21.55,5.006152198618761
